running|.|158.96756329982185|.|244.65806746185723
rand|.|168.04328043633717|.|110.14650076459048
protocol|.|62.50764570306862|.|122.56440267217936
controller|.|314.2287266305947|.|306.3184396170453
current|.|188.59713224249154|.|321.9405463990345
overflow|.|318.9794516912801|.|343.80454891032167
corporation|.|138.78442740583117|.|350.44972168292367
illinois|.|288.7643959269866|.|106.68179897019303
cotton|.|259.1996036107936|.|263.67666479870206
please|.|110.5482252158221|.|341.73252418817424
serving|.|359.49761632504885|.|205.3072030925965
